Time (s),Speed (km/h),Normalized current (A)
809,55.2004992,0.18797045404725007
810,55.0395648,0.05894650283292536
811,54.717696000000004,0.02630582472402351
812,54.717696000000004,0.09036843898073131
813,54.5567616,0.05808533123849066
814,54.073958399999995,-0.003062923717109764
815,53.269286400000006,-0.046790266326361164
816,53.108352,0.05557999240975431
817,52.30368,-0.04635005830315242
818,51.499008,-0.04596443444390031
819,51.3380736,0.05263949837833756
820,50.8552704,-0.004173040705863744
821,50.694336,0.05160177447375786
822,49.245926399999995,-0.12579283091489027
823,48.280319999999996,-0.06402962092623866
824,48.1193856,0.04761357541249856
825,48.1193856,0.07573603625800317
826,48.1193856,0.07573747931043173
827,48.1193856,0.07573880688966816
828,47.6365824,-0.0050039447256350605
829,47.475648,0.04665877277152842
830,47.475648,0.07440574308736955
831,47.1537792,0.01855359186850639
832,46.510041599999994,-0.024187882923032433
833,45.38350080000001,-0.07977174789038777
834,44.578828800000004,-0.041960207388344224
835,43.452288,-0.07692598742737719
836,41.038272000000006,-0.21069438866626952
837,38.1414528,-0.24583903131722154
838,35.405568,-0.21399182680394718
839,32.991552,-0.1717337284780646
840,30.899404799999996,-0.1348118368598578
841,30.899404799999996,0.04467142017787858
842,32.347814400000004,0.21315648006694254
843,33.6352896,0.20318367765097783
844,34.439961600000004,0.14971198461045596
845,35.405568,0.17434750485045591
846,36.3711744,0.1793935712215262
847,37.3367808,0.18446560480880253
848,38.624256,0.23519137208673369
849,40.2336,0.2911695269946808
850,41.842944,0.30364020787284995
851,42.8085504,0.2137358175592084
852,42.8085504,0.06521123897121539
853,43.1304192,0.11602413435358137
854,43.452288,0.11701773791317611
855,43.7741568,0.11801484834146485
856,44.7397632,0.2242796833380328
857,45.2225664,0.148764677557744
858,46.349107200000006,0.259745652764783
859,46.510041599999994,0.0995997861852208
860,46.670976,0.10001864958354623
861,46.831910400000005,0.10043863832290732
862,46.670976,0.04550877310314156
863,45.2225664,-0.11697685239346692
864,44.25696,-0.059933221272034404
865,43.452288,-0.04121423483276498
866,41.521075200000006,-0.16050117145759138
867,40.2336,-0.08868258479489312
868,39.428928,-0.03824822130178709
869,39.9117312,0.12931996058878054
870,40.3945344,0.13105086976119534
871,41.038272000000006,0.15703637296020814
872,41.360140799999996,0.11059612856739175
873,42.1648128,0.18604042250951833
874,43.2913536,0.2410946588075292
875,44.25696,0.2216188089832947
876,44.7397632,0.14695514611582766
877,45.7053696,0.22960046283726732
878,46.670976,0.2349638510681627
879,46.9928448,0.1281961762729961
880,46.831910400000005,0.04574440968658093
881,46.670976,0.04550952318349685
882,46.510041599999994,0.045275752949895116
883,45.86630400000001,-0.024056487174873048
884,45.2225664,-0.023901974963109317
885,45.061632,0.04322075541311833
886,45.061632,0.06956499495085698
887,44.4178944,-0.023694889592961222
888,43.7741568,-0.023518505785234404
889,42.8085504,-0.05834720450599919
890,43.452288,0.16724682862024215
891,44.25696,0.19618614259713474
892,44.7397632,0.14693937536103582
893,45.061632,0.12202854360951063
894,44.7397632,0.016542314140198786
895,45.061632,0.12202763513310161
896,45.061632,0.06956766535660248
897,45.061632,0.06956742634125264
898,44.578828800000004,-0.00555290812923232
899,44.0960256,-0.005618455738419639
900,43.2913536,-0.041102919949569175
901,42.8085504,-0.0057668089350443215
902,42.647616,0.03996136113124646
903,42.647616,0.06489169860957256
904,42.647616,0.06489240709862408
905,42.3257472,0.014721942477153261
906,42.1648128,0.039333988891974564
907,42.1648128,0.06398212589489292
908,41.682009599999994,-0.005865978800220885
909,41.1992064,-0.0058997226631769505
910,41.1992064,0.0621827951078361
911,41.682009599999994,0.13570070017196353
912,41.521075200000006,0.03850999213488332
913,41.038272000000006,-0.005910102975603448
914,39.5898624,-0.10388267482004956
915,37.819584,-0.1313023196084486
916,35.72743680000001,-0.1547413446689791
917,34.7618304,-0.04873344709537875
918,34.7618304,0.050909623310451235
919,34.9227648,0.07150347076495724
920,36.3711744,0.24119276014753843
921,37.658649600000004,0.22897940924014257
922,38.624256,0.19130208528001105
923,38.9461248,0.10340612623899621
924,39.2679936,0.10435916759329178
925,40.0726656,0.1760739840342093
926,40.3945344,0.107719431879124
927,40.55546880000001,0.08465023067012073
928,40.7164032,0.0850390654207854
929,41.038272000000006,0.10965516114716736
930,40.55546880000001,-0.005938554674704038
931,40.2336,0.013302341519822467
932,40.2336,0.06042824868173235
933,40.2336,0.06042808624568274
934,39.7507968,-0.005972127234310889
935,39.428928,0.012790739124384963
936,39.1070592,0.012591693035708828
937,39.1070592,0.05839703794203992
938,39.428928,0.10483237021135862
939,40.2336,0.17683368941633718
940,40.2336,0.06042899183297584
941,39.5898624,-0.02215292565349997
942,39.5898624,0.059263640011542947
943,38.785190400000005,-0.03775433540202427
944,39.428928,0.15036920933393794
945,40.3945344,0.2007385275983944
946,41.1992064,0.1814530300279122
947,40.3945344,-0.03900743977459599
948,38.624256,-0.13392732632349835
949,35.405568,-0.2602701329760525
950,32.347814400000004,-0.22493049312723382
951,27.197913599999996,-0.35378727107940955
952,21.8870784,-0.3016609715576829
953,16.576243200000004,-0.23613068532197556
954,11.265408,-0.17020662173887005
955,5.9545728,-0.10395584165582324
956,0.6437376,-0.03744682528029186
957,0.0,0.0037125341277207935
958,0.0,0.003968964265632159
959,0.0,0.0039691169158459685
960,3.218688,0.02286319600822769
961,8.5295232,0.12495622690548525
962,13.8403584,0.2347779487785869
963,19.1511936,0.34515382166631287
964,24.4620288,0.4562189387422814
965,28.163520000000002,0.39483541845788517
966,29.933798400000004,0.23000989333799665
967,32.18688,0.3012570950574279
968,33.957158400000004,0.2624946595421653
969,35.405568,0.23464200502451787
970,37.014912,0.26673499301275916
971,39.428928,0.39524408067483296
972,42.3257472,0.49652209452230106
973,44.25696,0.37277445306393764
974,45.2225664,0.22713643585718207
975,45.7053696,0.15070017798704893
976,45.86630400000001,0.09799728373026696
977,45.86630400000001,0.07122787986006962
978,45.86630400000001,0.0712232707202549
979,44.578828800000004,-0.09711293606052332
980,44.25696,0.016172550662434795
981,43.7741568,-0.0056625164199840955
982,43.1304192,-0.023346352879509702
983,42.647616,-0.0057857228568108056
984,41.842944,-0.040090978469407304
985,41.360140799999996,-0.005891531515926942
986,40.55546880000001,-0.039132652242710224
987,38.624256,-0.1501939323155702
988,35.405568,-0.26029141469372447
989,34.600896,-0.03426057368365193
990,34.600896,0.05065751233138209
991,35.0836992,0.1124845082412753
992,36.210240000000006,0.19921428363995808
993,37.014912,0.16170843057727236
994,36.693043200000005,0.011199817594586233
995,36.693043200000005,0.054188891183470145
996,37.014912,0.09777877663686885
997,36.532108799999996,-0.005974642011730134
998,36.532108799999996,0.05391384206443947
999,36.532108799999996,0.05391408182959796
1000,37.819584,0.2300877868354271
1001,38.624256,0.16926275232086951
1002,39.5898624,0.19649424167994575
1003,39.9117312,0.10630381636408201
1004,40.3945344,0.1311309796950732
1005,41.038272000000006,0.1571285345358662
1006,41.1992064,0.0862346362662595
1007,41.038272000000006,0.03791859192801059
1008,40.2336,-0.03889321796792088
1009,38.785190400000005,-0.10200237604040105
1010,38.1414528,-0.021594415480902362
1011,37.3367808,-0.03659077462454602
1012,36.85397759999999,-0.005983762894891951
1013,36.210240000000006,-0.020776888945204193
1014,35.405568,-0.03496333710455478
1015,34.7618304,-0.020116693221732842
1016,32.991552,-0.1155411767707649
1017,28.163520000000002,-0.33877434992518995
1018,22.8526848,-0.31358967186754527
1019,17.5418496,-0.24812421055249267
1020,12.231014400000001,-0.18225349639002988
1021,6.9201792,-0.11604422703541742
1022,1.609344,-0.04956453641287122
1023,0.0,0.0013695617653971127
1024,0.0,0.00396964761144405
1025,0.0,0.003969796413534616
1026,0.0,0.003969931124801827
1027,0.0,0.003970053084401987
1028,0.0,0.003970163504371325
1029,0.0,0.003970263481669932
1030,0.0,0.003970354009076881
1031,0.0,0.003970435985073871
1032,0.0,0.003970510222779847
1033,0.0,0.003970577458048972
1034,0.0,0.003970638356806882
1035,0.0,0.003970693521700137
1036,0.0,0.003970743498065121
1037,0.0,0.003970788779422427
1038,0.0,0.0039708298123531235
1039,0.0,0.003970867000981672
1040,0.0,0.003970900711009303
1041,0.0,0.003970931273354051
1042,0.0,0.003970958987459865
1043,0.0,0.003970984124299795
1044,0.0,0.003971006929073233
1045,0.0,0.003971027623640926
1046,0.0,0.003971046408785161
1047,0.0,0.003971063466170266
1048,0.0,0.0039710789601907215
1049,0.0,0.003971093039582011
1050,0.0,0.003971105838956552
1051,0.0,0.003971117480096127
1052,0.0,0.003971128073219336
1053,1.9312127999999997,0.01077512567202825
1054,6.437376,0.077839946819104
1055,11.7482112,0.19153897381055607
1056,17.0590464,0.301721057190011
1057,22.3698816,0.4125354233954937
1058,27.358848000000002,0.4911563658376363
1059,29.772864,0.29373195306409555
1060,32.18688,0.31889573303841534
1061,35.0836992,0.4065620242202433
1062,37.014912,0.30823570975273334
1063,38.624256,0.2791338262000989
1064,39.9117312,0.24385752070814076
1065,41.1992064,0.2522794939365959
1066,42.647616,0.28606836762693566
1067,43.1304192,0.14115189601822511
1068,44.0960256,0.2209694396686882
1069,44.9006976,0.19956698798614536
1070,45.5444352,0.17645911525544125
1071,45.061632,-0.005487207332580292
1072,44.25696,-0.041803070261871744
1073,43.452288,-0.041250603142002296
1074,43.452288,0.06648244429792902
1075,42.3257472,-0.07531709896284838
1076,39.428928,-0.2538616176701378
1077,36.210240000000006,-0.2658985858136213
1078,34.600896,-0.10629817723111798
1079,33.1524864,-0.08814910789898611
1080,28.968192000000002,-0.2941481095287092
1081,24.140159999999998,-0.294422649701906
1082,19.7949312,-0.21690381265977313
1083,17.863718400000003,-0.0714570537027765
1084,17.0590464,-0.016532354376184732
1085,16.09344,-0.022259555278946783
1086,15.288768000000001,-0.014537380046725612
1087,14.6450304,-0.0076430557191191455
1088,14.0012928,-0.007167948312651125
1089,13.8403584,0.012799623818839194
1090,14.1622272,0.03751737862795314
1091,14.484096000000001,0.03830667240883311
1092,14.0012928,-0.001330543934706821
1093,13.8403584,0.012800945652616564
1094,12.874752,-0.017287346064514413
1095,11.265408,-0.03485430540276414
1096,8.04672,-0.06627908267740991
1097,6.759244799999999,-0.013903101456779008
1098,4.1842944,-0.02701276262036847
1099,1.609344,-0.012442287336459594
1100,0.0,0.0013701336725183582
1101,0.1609344,0.004018436936958012
1102,0.9656063999999996,0.006298898926092914
1103,2.5749504,0.016486100668901986
1104,5.793638400000001,0.05815739225906585
1105,11.1044736,0.17822887396463383
1106,16.09344,0.2689273544638057
1107,20.5996032,0.3296107279020068
1108,22.530816,0.1833775242593696
1109,23.335488,0.10038590559890209
1110,25.749504,0.2521120114339775
1111,29.1291264,0.37949599317754085
1112,32.18688,0.3881742219125595
1113,33.796224,0.24244943414472017
1114,34.1180928,0.08958056660043436
1115,34.2790272,0.07014383631091145
1116,34.439961600000004,0.070501019597104
1117,34.9227648,0.11202593497426912
1118,36.210240000000006,0.21988639174444316
1119,37.014912,0.16182566629371176
1120,38.3023872,0.23336424829688765
1121,39.428928,0.2182569965325837
1122,40.2336,0.17699002091337251
1123,40.0726656,0.036738273341342775
1124,39.9117312,0.03653903247379203
1125,40.2336,0.10731355799473115
1126,40.8773376,0.1565195087496345
1127,41.521075200000006,0.15922271431860374
1128,41.842944,0.11216785843225
1129,42.486681600000004,0.16329974025924437
1130,42.8085504,0.11511977591355828
1131,43.2913536,0.1417026025209045
1132,43.452288,0.091834431775268
1133,43.452288,0.06648598957551062
1134,43.452288,0.06648399679765855
1135,43.2913536,0.04084495773000355
1136,43.1304192,0.04062986432848157
1137,43.1304192,0.06586119023300034
1138,42.647616,-0.005787038733064615
1139,42.486681600000004,0.039780005346270984
1140,41.842944,-0.02294974779315726
1141,41.038272000000006,-0.03950531018162199
1142,39.5898624,-0.10394374786982938
1143,37.819584,-0.131377979819497
1144,34.600896,-0.25481236911123356
1145,32.18688,-0.16793548404482309
1146,28.163520000000002,-0.27367067157533914
1147,25.749504,-0.13577698322121615
1148,22.530816,-0.17028627732602306
1149,17.219980800000002,-0.24419104485760387
1150,11.9091456,-0.17828551233808704
1151,6.5983104,-0.11204496788696991
1152,1.2874752,-0.045537703322653826
1153,0.0,0.0024124720058197003
1154,0.0,0.003970495420945686
1155,0.0,0.003970650545630442
1156,0.0,0.003970790971869118
1157,0.0,0.003970918096496569
1158,0.0,0.003971033183751918
1159,0.0,0.003971137377865693
1160,0.0,0.003971231714392
1161,0.0,0.003971317130547946
1162,0.0,0.003971394474504152
1163,0.0,0.003971464513838609
1164,0.0,0.003971527943216328
1165,0.0,0.003971585391244835
1166,0.0,0.003971637426811444
1167,0.0,0.003971684564715002
1168,0.0,0.003971727270804382
1169,3.3796223999999997,0.024816040265095894
1170,8.6904576,0.12835568772152892
1171,14.0012928,0.2382549646579667
1172,19.312128,0.3487095951441863
1173,24.6229632,0.4598554165866691
1174,29.933798400000004,0.5718285371620345
1175,33.957158400000004,0.5186743401812202
1176,37.014912,0.4506106139529085
1177,37.819584,0.16565558157697471
1178,37.014912,-0.03636254774050454
1179,36.210240000000006,-0.03568484953027263
1180,32.18688,-0.3100079400766849
1181,26.8760448,-0.3631751241265617
1182,21.5652096,-0.2979911815357377
1183,16.2543744,-0.23235986870251152
1184,10.9435392,-0.16634582040375104
1185,5.632704,-0.10001526680021725
1186,0.3218688,-0.033435955609358185
1187,0.0,0.003975423467600224
1188,0.0,0.003971898503188628
1189,0.0,0.003971940850232473
1190,0.0,0.003971979227290127
1191,0.0,0.003972014012006864
1192,0.0,0.003972045546120907
1193,0.0,0.003972074138859956
1194,0.0,0.003972100070069245
1195,0.0,0.003972123592939996
1196,0.0,0.003972144936613014
1197,0.3218688,0.004161196757770943
1198,2.414016,0.016055266065816275
1199,5.632704,0.05608394926804015
1200,10.460736,0.1557118904825442
1201,15.7715712,0.27503186087729575
1202,19.312128,0.2530333055295395
1203,20.760537600000003,0.13507662338424128
1204,20.921472,0.04233063548412351
1205,20.277734400000003,-0.011653513178738127
1206,20.5996032,0.05355763417295526
1207,21.0824064,0.06683135289232772
1208,21.0824064,0.030412705925086762
1209,22.530816,0.14687760597531455
1210,24.944832,0.24386699757744518
1211,27.358848000000002,0.2687558937882938
1212,29.933798400000004,0.3115646769603712
1213,31.7040768,0.2443786342975821
1214,33.796224,0.29874176499900607
1215,34.600896,0.15069170722043002
1216,35.0836992,0.11260561008591823
1217,35.0836992,0.051514951690685484
1218,34.600896,-0.005882731566246101
1219,34.1180928,-0.005847259946620833
1220,34.600896,0.11093184200150923
1221,35.0836992,0.11258454008224972
1222,35.405568,0.09322507375410488
1223,35.2446336,0.031154183201766286
1224,34.9227648,0.010289442753039637
1225,34.600896,0.01013132314733086
1226,34.600896,0.050697297385887304
1227,34.439961600000004,0.030283540332365674
1228,32.347814400000004,-0.1410235018654598
1229,31.382208000000002,-0.04436466024555875
1230,30.899404799999996,-0.005505918612552284
1231,31.5431424,0.11867659954011216
1232,31.8650112,0.08327204927606914
1233,32.18688,0.08416275471309678
1234,31.382208000000002,-0.03137193423107484
1235,28.163520000000002,-0.21013039509802275
1236,24.944832,-0.187460533074544
1237,20.921472,-0.20808531130776134
1238,16.09344,-0.20493072844976956
1239,12.874752,-0.10120723109171906
1240,9.656064,-0.07794785528644341
1241,6.437376,-0.054609852124677886
1242,4.02336,-0.023529512239051552
1243,1.1265408,-0.012711183413421397
1244,0.0,0.0028368626256828977
1245,0.0,0.003971874535391367
1246,0.0,0.003971954291682026
1247,0.0,0.003972026520085377
1248,0.0,0.003972091936469758
1249,0.0,0.003972151188660556
1250,0.0,0.003972204862914832
1251,0.0,0.003972253489759104
1252,1.609344,0.008698543135776268
1253,1.609344,0.005899031646667462
1254,1.609344,0.005899090100711512
1255,1.609344,0.0058991431234566676
1256,1.609344,0.005899191231568616
1257,2.5749504,0.013851294776627842
1258,4.828032,0.038858480213536196
1259,6.437376,0.04383595319350503
1260,8.04672,0.05525098135687396
1261,10.138867200000002,0.08444815054955251
1262,12.874752,0.1330190300999889
1263,16.09344,0.1922471493982144
1264,16.898112,0.07278229580927413
1265,15.288768000000001,-0.04764692434081966
1266,13.679424000000001,-0.04255174948900572
1267,12.231014400000001,-0.03243736577970413
1268,14.1622272,0.11320200892386036
1269,17.702784,0.23002778378810473
1270,22.530816,0.3853093344380039
1271,27.358848000000002,0.4781018089924502
1272,31.382208000000002,0.47638910972801385
1273,33.796224,0.335886723676272
1274,35.0836992,0.2127841949536999
1275,35.72743680000001,0.13542251194944258
1276,37.014912,0.22515327305141788
1277,37.9805184,0.1881511538860471
1278,38.785190400000005,0.17019500898893547
1279,39.428928,0.1505590866780132
1280,39.428928,0.05904600662772508
1281,38.624256,-0.03766965136038314
1282,37.819584,-0.037018440064170766
1283,37.819584,0.0561847188328302
1284,37.819584,0.05618286703121094
1285,37.819584,0.056181201182237205
1286,37.819584,0.05617970357472961
1287,37.819584,0.05617835818625152
1288,38.624256,0.16937159336777682
1289,38.785190400000005,0.0804923653269119
1290,39.428928,0.1505054723365413
1291,39.7507968,0.10588623690354089
1292,40.2336,0.13062963191194754
1293,40.8773376,0.15654277767972793
1294,41.1992064,0.11023319848715234
1295,41.360140799999996,0.08667452319302257
1296,41.842944,0.13643246581896495
1297,42.1648128,0.11316547187700773
1298,43.452288,0.267119833167322
1299,44.7397632,0.2757074412358771
1300,45.5444352,0.20274528919012627
1301,46.670976,0.26198446466120323
1302,46.831910400000005,0.10054120334553453
1303,46.670976,0.045554609333628746
1304,45.061632,-0.13546574330252922
1305,39.7507968,-0.5186617550608363
1306,34.439961600000004,-0.45489038322055037
1307,29.1291264,-0.39051017021811724
1308,23.8182912,-0.325582933517607
1309,18.507456,-0.2601721581370831
1310,13.1966208,-0.19434291036422777
1311,7.8857856,-0.12816176106853405
1312,2.5749504,-0.06169671752166416
1313,0.0,-0.003325940047110368
1314,0.0,0.0039714580252640614
1315,0.0,0.00397162444823256
1316,0.0,0.003971775094594424
1317,0.0,0.003971911463479952
1318,0.0,0.003972034911777327
1319,0.0,0.003972146667562633
1320,0.0,0.003972247842312375
1321,0.0,0.0039723394419422
1322,0.0,0.003972422376827899
1323,0.0,0.0039724974708649045
1324,0.0,0.003972565517348671
1325,0.0,0.003972627217025495
1326,0.0,0.00397268310682785
1327,0.0,0.0039727337393347184
1328,0.0,0.0039727796145912755
1329,0.0,0.003972821185110025
1330,0.0,0.003972858860359968
1331,0.0,0.003972893010887383
1332,0.0,0.0039729239719995665
1333,0.0,0.003972952047117655
1334,0.0,0.0039729775107985345
1335,0.0,0.00397300061148828
1336,0.0,0.003973021573994623
1337,0.0,0.003973040601759635
1338,2.414016,0.014609955079656381
1339,7.724851200000001,0.10845809623516034
1340,13.0356864,0.21830569433086258
1341,18.346521600000003,0.32868349487336274
1342,21.243340800000002,0.2386090859396256
1343,24.3010944,0.2878633641769735
1344,27.036979199999998,0.2942089402217605
1345,29.4509952,0.29052191984295955
1346,31.382208000000002,0.25917822501938476
1347,32.6696832,0.19746363113826101
1348,34.2790272,0.24618550270859044
1349,35.2446336,0.17382295550751797
1350,35.5665024,0.0937270506021644
1351,36.0493056,0.11595834521009372
1352,35.405568,-0.020438614746100692
1353,34.7618304,-0.02013886274297388
1354,33.957158400000004,-0.03373224486632022
1355,32.991552,-0.04651241677747722
1356,32.18688,-0.0321285588555421
1357,31.5431424,-0.01853050866304153
1358,29.772864,-0.10485702253513036
1359,28.163520000000002,-0.08739076298139646
1360,26.554176,-0.08253814845968563
1361,24.944832,-0.07764834324790874
1362,22.530816,-0.11954480230266333
1363,17.702784,-0.22299030811163115
1364,12.874752,-0.16887871549493283
1365,8.3685888,-0.1077197105598585
1366,4.02336,-0.05875714664222589
1367,0.0,-0.014781314772771979
1368,0.0,0.003972613283491381
1369,0.0,0.003972696149803417
