SOC,Chg voltage [V],Dchg voltage [V],OCV [V]
0.106,3.5070436631924213,3.470321565530212,3.4886826143613168
0.107,3.5076440166264145,3.4708572024220077,3.489250609524211
0.108,3.508193,3.4713050826667953,3.489749041333398
0.109,3.5087337727806376,3.4718449057132728,3.490289339246955
0.11,3.5092641243498295,3.472502674343388,3.490883399346609
0.111,3.5101007814224188,3.4729855,3.4915431407112094
0.112,3.5106902642219784,3.473460167824184,3.492075216023081
0.113,3.511306197837751,3.4740101612403045,3.4926581795390277
0.114,3.51181594917857,3.4745942035060873,3.4932050763423286
0.115,3.512597294562467,3.4751329194537157,3.4938651070080913
0.116,3.5131254,3.475626776370425,3.4943760881852124
0.117,3.5137076310380366,3.4761344382271955,3.494921034632616
0.11800000000000001,3.5142902954837885,3.476831688333892,3.49556099190884
0.11900000000000001,3.5152348952790775,3.477341125234861,3.4962880102569693
0.12,3.515557122459158,3.4781558025740433,3.4968564625166008
0.121,3.5162545828750122,3.4784391,3.497346841437506
0.122,3.516885466575425,3.4790775224569024,3.4979814945161634
0.123,3.517678809952825,3.479500427723235,3.4985896188380297
0.124,3.5185225109273093,3.480207845414332,3.4993651781708204
0.125,3.5191657665491096,3.4809402539637015,3.500053010256406
0.126,3.5199056753139573,3.4815554694884945,3.500730572401226
0.127,3.5206734848853882,3.4822118543433076,3.501442669614348
0.128,3.5215440733579966,3.4830661571799073,3.502305115268952
0.129,3.522078756063413,3.4837675162629864,3.5029231361632
0.13,3.5229923707004516,3.48471375409286,3.5038530623966557
0.131,3.523925216095052,3.4854665644359923,3.504695890265522
0.132,3.5246266383280402,3.4862407248442024,3.5054336815861213
0.133,3.5254710081947747,3.4874697293490913,3.506470368771933
0.134,3.526464486641138,3.4884241,3.507444293320569
0.135,3.527228992710669,3.4897839944348354,3.508506493572752
0.136,3.5281251944275116,3.4908231077326657,3.509474151080089
0.137,3.5290081668660904,3.4919455283607763,3.5104768476134334
0.138,3.5298051642204875,3.4930756,3.511440382110244
0.139,3.530972671466904,3.4941862371981216,3.5125794543325126
0.14,3.5317635373316225,3.495303972978971,3.5135337551552968
0.14100000000000001,3.5326157721386893,3.496285128888453,3.5144504505135714
0.14200000000000002,3.533673263225951,3.497512741253505,3.5155930022397284
0.14300000000000002,3.5346013860368957,3.4986095396218455,3.5166054628293706
0.14400000000000002,3.5355476533502808,3.4998084159191283,3.5176780346347045
0.145,3.536664,3.500599693269263,3.518631846634632
0.146,3.537651228430644,3.5017545926560962,3.51970291054337
0.147,3.538602800600761,3.5025567655928707,3.5205797830968155
0.148,3.539503398085981,3.503589918192869,3.521546658139425
0.149,3.5405633179230946,3.504504,3.5225336589615472
0.15,3.541544411435651,3.5055647774475545,3.5235545944416025
0.151,3.542369804795872,3.5065423654038743,3.524456085099873
0.152,3.543836839409135,3.5074550597256624,3.525645949567399
0.153,3.5446204957431617,3.508153,3.526386747871581
0.154,3.545548556148889,3.5088924624908517,3.5272205093198705
0.155,3.546562052028493,3.509902505903739,3.528232278966116
0.156,3.547548474086361,3.5108827580183877,3.529215616052374
0.157,3.548569011598673,3.511556363812234,3.5300626877054535
0.158,3.5496161,3.5124699943165036,3.531043047158252
0.159,3.5506462015356255,3.5134119061091185,3.532029053822372
0.16,3.5515251678486233,3.5141690294630394,3.5328470986558314
0.161,3.5526024400620155,3.5151706,3.5338865200310074
0.162,3.553475935978179,3.515801827844967,3.5346388819115733
0.163,3.554271549216493,3.5166462464859087,3.5354588978512007
0.164,3.5554226124136594,3.5175395089367787,3.536481060675219
0.165,3.556386873713206,3.5183384,3.537362636856603
0.166,3.557305610837039,3.5190601,3.5381828554185195
0.167,3.558369485511309,3.5200627,3.5392160927556544
0.168,3.559288546845728,3.5208023017958032,3.5400454243207653
0.169,3.5602565788818423,3.5216209805932395,3.540938779737541
0.17,3.5611649,3.522323350887333,3.5417441254436666
0.171,3.5621704179999525,3.523432519806309,3.5428014689031304
0.17200000000000001,3.563273116249072,3.5243851577321217,3.5438291369905968
0.17300000000000001,3.5641217508164567,3.524905994558006,3.544513872687231
0.17400000000000002,3.5651348,3.5260622081443986,3.545598504072199
0.17500000000000002,3.5658915542479366,3.5268952380167886,3.5463933961323626
0.176,3.5669619780559323,3.527917193286395,3.547439585671164
0.177,3.5678413201266097,3.5286511152179485,3.548246217672279
0.178,3.568542793060892,3.529617648740314,3.5490802209006027
0.179,3.5698819998446703,3.530508403466134,3.550195201655402
0.18,3.5705618049198664,3.5313388729501187,3.5509503389349923
0.181,3.571639230334218,3.532491101139337,3.552065165736778
0.182,3.572513868704533,3.5333681729273017,3.5529410208159176
0.183,3.5734942985681504,3.5341778,3.553836049284075
0.184,3.5742965474673607,3.5350464183152868,3.5546714828913237
0.185,3.5751210191197518,3.5359244940329146,3.555522756576333
0.186,3.57609340746113,3.536598930362728,3.556346168911929
0.187,3.577102094060817,3.537631464245308,3.5573667791530625
0.188,3.57791313206649,3.5384381944379877,3.5581756632522388
0.189,3.5788448755856552,3.5393283700579663,3.5590866228218108
0.19,3.5796762087729883,3.540088542528389,3.5598823756506883
0.191,3.580564852838436,3.5408477169014647,3.5607062848699504
0.192,3.5813649534649254,3.541765132295777,3.561565042880351
0.193,3.582014831113536,3.5424700947532104,3.562242462933373
0.194,3.58304345932923,3.5432759510462217,3.5631597051877257
0.195,3.5838000480302963,3.544194714630319,3.5639973813303074
0.196,3.5845827222146287,3.5447436017441345,3.5646631619793814
0.197,3.585303427335192,3.545459047890305,3.5653812376127485
0.198,3.5859866,3.5463711217233356,3.566178860861668
0.199,3.5867105857922374,3.547044850044081,3.5668777179181594
0.2,3.5875060183708993,3.5476031507383223,3.567554584554611
0.201,3.588241996781624,3.5483700030356675,3.5683059999086457
0.202,3.5889415377730964,3.5490949,3.5690182188865482
0.203,3.5895984067387685,3.5496766619002003,3.5696375343194844
0.20400000000000001,3.5905497550308647,3.5503066807321106,3.5704282178814877
0.20500000000000002,3.5910245308860076,3.550987718347588,3.571006124616798
0.20600000000000002,3.5916741987872642,3.551827916222691,3.5717510575049776
0.20700000000000002,3.59244283803586,3.5522812779083126,3.5723620579720863
0.20800000000000002,3.5931750885432288,3.552886994006862,3.5730310412750454
0.209,3.5937288029317656,3.5536120349391536,3.5736704189354596
0.21,3.5944476,3.5543062222004935,3.574376911100247
0.211,3.5952842331343784,3.5546899837419494,3.574987108438164
0.212,3.5959708040581675,3.555536668244221,3.575753736151194
0.213,3.5965584358615463,3.5560363723622603,3.5762974041119033
0.214,3.5974705824375026,3.5565861567736405,3.5770283696055714
0.215,3.5980624674782895,3.557128449308074,3.5775954583931817
0.216,3.598952157688309,3.5577564,3.5783542788441545
0.217,3.5995580747808003,3.558398034267027,3.5789780545239136
0.218,3.6002605755013195,3.558821778847171,3.5795411771742454
0.219,3.60110695936011,3.559551835282437,3.5803293973212735
0.22,3.601726935726503,3.559985902187926,3.5808564189572145
0.221,3.6025302316158694,3.560679791512463,3.581605011564166
0.222,3.6032676089241273,3.561138351040417,3.582202979982272
0.223,3.6038568578113948,3.5617800876983288,3.5828184727548615
0.224,3.6047814987628692,3.562565766585682,3.5836736326742757
0.225,3.605663879648153,3.562750264180905,3.5842070719145287
0.226,3.606281766774531,3.563624717816332,3.5849532422954313
0.227,3.6070541863327428,3.563938621983009,3.585496404157876
0.228,3.60777242084958,3.5646674043161495,3.5862199125828647
0.229,3.6085227,3.565181892349745,3.5868522961748726
0.23,3.6092786290102206,3.5658680962648037,3.587573362637512
0.231,3.6102068,3.5664376151440904,3.588322207572045
0.232,3.6108786911703,3.5669794,3.58892904558515
0.233,3.6116520237932774,3.5676968461113034,3.5896744349522907
0.234,3.612378310393281,3.568124442085003,3.590251376239142
0.23500000000000001,3.613343992941769,3.5689512095404488,3.5911476012411088
0.23600000000000002,3.613961957548145,3.5693558157920435,3.5916588866700945
0.23700000000000002,3.614654213435908,3.5700278914172197,3.5923410524265638
0.23800000000000002,3.615522170265423,3.5705459564254136,3.593034063345418
0.23900000000000002,3.6164371523761347,3.5711452574204183,3.5937912048982765
0.24,3.6168234,3.5718178249165153,3.5943206124582576
0.241,3.617581184739318,3.572635242778394,3.5951082137588557
0.242,3.618333743121641,3.573021612276267,3.595677677698954
0.243,3.6189601395477635,3.573732388561334,3.5963462640545485
0.244,3.6196704,3.5745524416766994,3.59711142083835
0.245,3.620381901242503,3.574919,3.597650450621251
0.246,3.620910478979376,3.575710013282054,3.598310246130715
0.247,3.6215759255631554,3.5762332593600545,3.598904592461605
0.248,3.6216995465982573,3.5768113655039424,3.5992554560511
0.249,3.6224113540281264,3.5774606484622913,3.599936001245209
0.25,3.6229186,3.578032422578444,3.600475511289222
0.251,3.623408037382096,3.5787373707784638,3.6010727040802797
0.252,3.6238895752559857,3.5794075399442113,3.6016485576000985
0.253,3.624333949846079,3.5800694595909923,3.602201704718536
0.254,3.6247749752244336,3.5805447756361657,3.6026598754303
0.255,3.6253287496266458,3.5814460414457265,3.603387395536186
0.256,3.6257354626006117,3.581921622138656,3.6038285423696337
0.257,3.626202382460956,3.582344819634122,3.604273601047539
0.258,3.626498874554021,3.5831024397702853,3.604800657162153
0.259,3.627108507989985,3.5836288109921,3.6053686594910426
0.26,3.627490889926022,3.5843668990227164,3.6059288944743693
0.261,3.628059415726595,3.584786966612818,3.606423191169706
0.262,3.6283915568972223,3.5854654,3.6069284784486113
0.263,3.6290366641598037,3.586107,3.607571832079902
0.264,3.629251290142027,3.586487492032653,3.60786939108734
0.265,3.629488611829261,3.5872824582504075,3.608385535039834
0.266,3.6298979714611876,3.587507962311387,3.6087029668862876
0.267,3.6304720030631015,3.5884328,3.609452401531551
0.268,3.6310148800132787,3.588978408770788,3.6099966443920333
0.269,3.631429275602981,3.5892897778884327,3.610359526745707
0.27,3.631900113441794,3.590123776196985,3.6110119448193894
0.271,3.632279063247208,3.5905867581618525,3.61143291070453
0.272,3.6327513117176258,3.591043710700467,3.6118975112090466
0.273,3.6330384185065245,3.5915606,3.6122995092532624
0.274,3.633370215418148,3.5920591367412182,3.6127146760796833
0.275,3.63394726444409,3.5926514362321913,3.6132993503381408
0.276,3.6343069,3.593223718036835,3.6137653090184174
0.277,3.6349288865700746,3.593696374157517,3.614312630363796
0.278,3.6352736196002353,3.5942292614561757,3.6147514405282055
0.279,3.6354864140020045,3.5949871260476316,3.615236770024818
0.28,3.635966080832026,3.595268019294262,3.615617050063144
0.281,3.6363535005587084,3.595775466957193,3.6160644837579508
0.28200000000000003,3.6367128,3.5963630737492998,3.61653793687465
0.28300000000000003,3.6371740897557623,3.5968134,3.616993744877881
0.28400000000000003,3.637524357315478,3.5972548,3.617389578657739
0.28500000000000003,3.6379548226743794,3.5976262269186745,3.617790524796527
0.28600000000000003,3.638425481688762,3.598152550625469,3.6182890161571155
0.28700000000000003,3.6386230091715115,3.5986771900392114,3.6186500996053614
0.28800000000000003,3.639049099105982,3.5992997,3.619174399552991
0.289,3.639202896094215,3.59982831096904,3.619515603531627
0.29,3.639815372693684,3.6005017867058973,3.6201585796997904
0.291,3.6400011,3.6008029726365223,3.620402036318261
0.292,3.6402016,3.600992783458726,3.620597191729363
0.293,3.6406522153843994,3.601753640590457,3.6212029279874285
0.294,3.6410157486921886,3.6020737807845586,3.6215447647383736
0.295,3.64121904908746,3.602572235577351,3.6218956423324054
0.296,3.6417649393168534,3.603030632151723,3.622397785734288
0.297,3.6420946149374402,3.603582092068921,3.6228383535031807
0.298,3.6423057474252447,3.6039718611054425,3.6231388042653436
0.299,3.642455452442465,3.604294000711871,3.623374726577168
0.3,3.6427805189733427,3.6048562523951073,3.623818385684225
0.301,3.6431434169780617,3.6054081484456666,3.624275782711864
0.302,3.643652403454983,3.606099899007867,3.624876151231425
0.303,3.64376405791214,3.6063573,3.62506067895607
0.304,3.644055338525262,3.6068962828553777,3.62547581069032
0.305,3.644295894523498,3.6073363816955766,3.6258161381095375
0.306,3.644582886894036,3.6077607,3.626171793447018
0.307,3.6448342587748104,3.6080509243019914,3.626442591538401
0.308,3.6451211600200346,3.6086105237603965,3.6268658418902158
0.309,3.6455622922858213,3.6091025581232854,3.6273324252045533
0.31,3.645839573193573,3.6095212882153946,3.627680430704484
0.311,3.646063273440024,3.6099239864106747,3.6279936299253492
0.312,3.6463202915377444,3.6105945504014287,3.6284574209695863
0.313,3.6467024392137923,3.610843862667486,3.6287731509406393
0.314,3.6469784,3.6113524078598815,3.6291654039299406
0.315,3.6472991,3.6117091641369927,3.6295041320684964
0.316,3.6472637828047727,3.6120046560869294,3.629634219445851
0.317,3.647721199439516,3.6126287430318187,3.6301749712356672
0.318,3.6480799453140342,3.612920516822426,3.63050023106823
0.319,3.6483438859731727,3.613336969675667,3.63084042782442
0.32,3.6486225,3.613602518182489,3.6311125090912446
0.321,3.648909347462007,3.614045203508627,3.6314772754853166
0.322,3.649436835898841,3.614639949692654,3.6320383927957476
0.323,3.6495685904297193,3.614944868700759,3.6322567295652393
0.324,3.6496734725292286,3.6153265816588007,3.6325000270940144
0.325,3.650147543271795,3.6157766816064982,3.632962112439147
0.326,3.6502638947003736,3.6159446921651104,3.633104293432742
0.327,3.650756026653402,3.6166345817924044,3.633695304222903
0.328,3.651002906788109,3.6168943119119237,3.6339486093500164
0.329,3.651318420641178,3.6174862213666366,3.6344023210039076
0.33,3.6516276074612466,3.6177934337655095,3.6347105206133783
0.331,3.6518352980367554,3.6178697103398783,3.634852504188317
0.332,3.6521732682083523,3.6184057839072157,3.635289526057784
0.333,3.6523770872546226,3.6187139816545377,3.63554553445458
0.334,3.6527491674477055,3.6191459301256215,3.6359475487866635
0.335,3.6532195853228084,3.6198292678812756,3.6365244266020422
0.336,3.6533441769299304,3.620050077590845,3.636697127260388
0.337,3.6535547,3.620312,3.63693335
0.338,3.6538818115868934,3.6205995931460886,3.637240702366491
0.339,3.654189990751812,3.620927573029428,3.63755878189062
0.34,3.654619782204583,3.6213822044431527,3.638000993323868
0.341,3.6548779,3.6218573623033246,3.638367631151662
0.342,3.65513209631247,3.6220925510385564,3.6386123236755132
0.343,3.65546075158461,3.6221694415323906,3.6388150965585
0.34400000000000003,3.655678076999157,3.6228923591014723,3.639285218050315
0.34500000000000003,3.6561503634671073,3.623195724742107,3.6396730441046072
0.34600000000000003,3.656253087608677,3.6235828571844695,3.6399179723965736
0.34700000000000003,3.6566603107067563,3.6238302808710605,3.640245295788908
0.34800000000000003,3.65702156306332,3.6242531945957936,3.640637378829557
0.34900000000000003,3.6570568859675214,3.624336718807169,3.640696802387345
0.35000000000000003,3.6574421999344295,3.6248634957556125,3.641152847845021
0.35100000000000003,3.6577771337960927,3.625328147061804,3.6415526404289484
0.352,3.6580907140645618,3.625590763845155,3.6418407389548584
0.353,3.658497527190789,3.625906106805424,3.6422018169981065
0.354,3.658674324611211,3.626397139138073,3.642535731874642
0.355,3.6589935270676444,3.6268015984397723,3.642897562753708
0.356,3.659445028392815,3.6270588652526623,3.6432519468227387
0.357,3.6596733887516053,3.6272829063226157,3.6434781475371105
0.358,3.6600137584439176,3.627761136496801,3.6438874474703593
0.359,3.660175381995047,3.6280414608713687,3.6441084214332076
0.36,3.6606478588402407,3.628282540412902,3.6444651996265716
0.361,3.6607844133057648,3.62880940594915,3.6447969096274573
0.362,3.661274972270578,3.6290457562137317,3.645160364242155
0.363,3.6615110981261787,3.6295105146404247,3.6455108063833017
0.364,3.6618861587865195,3.6298378443413535,3.6458620015639367
0.365,3.6621773504247295,3.6301362348990183,3.646156792661874
0.366,3.6624522521859437,3.630524631443988,3.6464884418149657
0.367,3.6627092982008556,3.6308982,3.6468037491004277
0.368,3.6630228800881435,3.6311687419771697,3.6470958110326563
0.369,3.663484223545729,3.631517133655234,3.6475006786004815
0.37,3.6638142516360084,3.631957354078921,3.6478858028574646
0.371,3.664093379754245,3.6320979919140908,3.6480956858341678
0.372,3.664361781954627,3.632472329629403,3.648417055792015
0.373,3.6646569173932995,3.632947484053212,3.6488022007232557
0.374,3.6649794280749277,3.6331971094806317,3.6490882687777795
0.375,3.6654108354744506,3.633602111819127,3.649506473646789
0.376,3.665546478372892,3.6339459,3.649746189186446
0.377,3.666064841816854,3.6343969006488965,3.6502308712328753
0.378,3.6664785851155193,3.6345596953440324,3.650519140229776
0.379,3.6666646064266866,3.635057353700453,3.6508609800635696
0.38,3.666855817398009,3.635289933241875,3.651072875319942
0.381,3.6672512935445756,3.6358507765463677,3.651551035045472
0.382,3.6676765613968247,3.6359846457602143,3.6518306035785195
0.383,3.6679504,3.6365730677144237,3.6522617338572116
0.384,3.6681912,3.6369298468027282,3.6525605234013643
0.385,3.6686323,3.6371513721275153,3.6528918360637577
0.386,3.6688898442809417,3.6374345,3.653162172140471
0.387,3.6693139,3.6380481601214507,3.653681030060725
0.388,3.6695945,3.6382510083696795,3.6539227541848396
0.389,3.670008667443584,3.638569006171309,3.6542888368074466
0.39,3.6704043732708937,3.639093202809264,3.654748788040079
0.391,3.670645122982109,3.6392462179950806,3.654945670488595
0.392,3.6710329980002934,3.6397208666405456,3.6553769323204195
0.393,3.6714474523467913,3.640117766695285,3.6557826095210384
0.394,3.6716411943183656,3.640323486804484,3.6559823405614247
0.395,3.672109823522878,3.6407501771335258,3.6564300003282018
0.396,3.6725619,3.641300114198477,3.6569310070992387
0.397,3.672794733061976,3.6414428928061726,3.6571188129340744
0.398,3.673115388681618,3.641978612727747,3.6575470007046826
0.399,3.6734848717592334,3.6422868,3.6578858358796165
0.4,3.6738308253620087,3.6425887685564637,3.658209796959236
0.401,3.674119648569911,3.6428339526360616,3.658476800602986
0.402,3.6744637938235103,3.6434817262340258,3.6589727600287683
0.403,3.674968,3.6439218505179682,3.659444925258984
0.404,3.675285677370443,3.6441968049316578,3.6597412411510506
0.405,3.6756420808548995,3.6446012699818997,3.6601216754183996
0.406,3.67610265562449,3.6448885803779123,3.6604956180012014
0.40700000000000003,3.6763764341669565,3.6452138,3.6607951170834783
0.40800000000000003,3.676552670890561,3.6457856131935356,3.6611691420420485
0.40900000000000003,3.6770562623785787,3.6460559,3.661556081189289
0.41000000000000003,3.677311570839539,3.646488697855402,3.6619001343474706
0.41100000000000003,3.677875910009815,3.6467334269347687,3.6623046684722915
0.41200000000000003,3.678236103082782,3.647188862395815,3.6627124827392983
0.41300000000000003,3.678459046517405,3.647638919331985,3.6630489829246953
0.41400000000000003,3.6789714718619058,3.647955375569204,3.663463423715555
0.41500000000000004,3.6793170860337723,3.648308085116201,3.663812585574987
0.41600000000000004,3.6798201,3.648544730620061,3.6641824153100306
0.417,3.6800689579041657,3.648926562761321,3.6644977603327433
0.418,3.6803770103602704,3.6495447,3.6649608551801354
0.419,3.68092149539928,3.6498810591026323,3.665401277250956
0.42,3.6812453778572882,3.6503218640587756,3.665783620958032
0.421,3.6816601239289395,3.6506674,3.66616376196447
0.422,3.6820550640990746,3.6510713799588883,3.6665632220289814
0.423,3.682612107731322,3.651565229214426,3.667088668472874
0.424,3.6828984968225025,3.6519195152460244,3.6674090060342635
0.425,3.6833771534910604,3.652366938428806,3.667872045959933
0.426,3.6836360787651414,3.6527711210284357,3.6682035998967883
0.427,3.684124186940672,3.653209439096142,3.6686668130184072
0.428,3.684377355525628,3.6536517045602928,3.6690145300429604
0.429,3.6849527,3.6538371616191183,3.6693949308095593
0.43,3.685251577653959,3.6543485444973363,3.6698000610756476
0.431,3.6856863470444177,3.6549056369343624,3.67029599198939
0.432,3.6863464345285757,3.6553161266982332,3.6708312806134042
0.433,3.6864367777268656,3.6555909972022156,3.6710138874645404
0.434,3.68687601399609,3.6561116159297353,3.6714938149629126
0.435,3.687170198046878,3.6566671971383125,3.671918697592595
0.436,3.687840419715966,3.6568299163349622,3.672335168025464
0.437,3.6882514671692403,3.6574010780623003,3.6728262726157705
0.438,3.688785433933226,3.657820542808849,3.6733029883710375
0.439,3.6890521557706757,3.6583391913883605,3.673695673579518
0.44,3.6892518366147247,3.6587520959143123,3.6740019662645187
0.441,3.6899767321043666,3.6592548490656545,3.6746157905850105
0.442,3.690409782422588,3.659529805908578,3.674969794165583
0.443,3.69087154552523,3.660219156796884,3.675545351161057
0.444,3.6913240819666995,3.660506674637208,3.675915378301954
0.445,3.6918198105333637,3.660893,3.6763564052666817
0.446,3.692296519277701,3.661404164905748,3.6768503420917247
0.447,3.6927181873861716,3.661944223458951,3.6773312054225613
0.448,3.6931627302950667,3.6622681477487085,3.6777154390218874
0.449,3.6935099501050757,3.662685763011987,3.6780978565585314
0.45,3.6938704747668276,3.6632187,3.6785445873834135
0.451,3.6943362819629577,3.66383605831366,3.6790861701383086
0.452,3.695141301099889,3.664136624367475,3.679638962733682
0.453,3.6954032110396056,3.6647309148627176,3.680067062951162
0.454,3.6959424533934397,3.6650634,3.68050292669672
0.455,3.696297344569581,3.6656608828796604,3.6809791137246206
0.456,3.696849116126103,3.6660543031171215,3.681451709621612
0.457,3.697246625431663,3.6665455069919948,3.681896066211829
0.458,3.6977589920486014,3.6670280368469643,3.682393514447783
0.459,3.698310657938633,3.667641778959841,3.682976218449237
0.46,3.698763665832662,3.6681765404040876,3.683470103118375
0.461,3.6991908746272935,3.6685942462753856,3.6838925604513397
0.462,3.6997386068135913,3.6691781081065544,3.684458357460073
0.463,3.700074518430805,3.6695496340741203,3.6848120762524625
0.464,3.7007318627047163,3.670127958788644,3.68542991074668
0.465,3.701233779030504,3.6705903468896217,3.685912062960063
